name,16S.match,23S.match,blaTEM.match,folP.match,gyrA.match,mtrR.match,mtrR_promoter.match,parC.match,parE.match,penA.match,ponA.match,porA.match,porB1a.match,porB1b.match,rpoB.match,rpsJ.match,tetM.match
ERR854918,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854919,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854920,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854921,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854922,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854923,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854924,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854925,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854926,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854927,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854928,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854929,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854930,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854931,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854932,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854933,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854934,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854935,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854936,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854937,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854938,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854939,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854940,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854941,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854942,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854943,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854944,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854945,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854946,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854947,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854948,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854949,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR854950,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR854951,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854952,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR854953,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR854954,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR854955,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR854956,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
ERR854957,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR854958,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR854959,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
ERR854960,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR854961,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no
ERR854962,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no
ERR854963,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes
ERR854964,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR854965,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR854966,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR854967,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR854968,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR854969,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR854970,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR854971,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR854972,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR854973,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR854974,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854975,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854976,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR854977,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes
ERR854978,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854979,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854980,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no
ERR854981,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854982,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR854983,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854984,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR854986,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR854987,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR854988,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854989,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR854990,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR854991,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR854992,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,no
ERR854993,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR854994,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854995,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR854996,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR854997,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR854998,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes
ERR855000,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855001,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855002,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855003,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855004,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855005,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855006,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855007,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes
ERR855008,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855009,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855010,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855011,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855012,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855013,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855014,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855015,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855016,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no
ERR855017,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855018,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855019,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR855020,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes
ERR855021,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855022,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855023,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855024,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855025,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855026,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no
ERR855027,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855028,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
ERR855029,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855030,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855031,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855032,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855033,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855034,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855035,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855036,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855037,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855038,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855039,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855040,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855041,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
ERR855042,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes
ERR855043,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no
ERR855044,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
ERR855045,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no
ERR855046,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no
ERR855047,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855048,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855049,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855050,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855051,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855052,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855053,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855054,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR855055,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no
ERR855056,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855057,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855058,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes
ERR855059,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR855060,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855061,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855062,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855063,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no
ERR855064,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855065,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no
ERR855066,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855067,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855068,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855069,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855071,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855072,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855073,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR855074,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855075,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
ERR855076,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855077,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855079,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855080,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855081,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855082,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855083,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855084,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no
ERR855085,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no
ERR855086,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no
ERR855087,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855088,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855089,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855090,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855091,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855092,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no
ERR855093,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855094,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855096,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855097,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855098,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855099,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
ERR855100,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855101,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855102,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855103,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855104,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855105,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855106,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855107,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855108,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855110,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855111,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855112,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855113,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855114,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855115,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855116,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855117,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855118,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855119,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855120,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855121,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855122,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855123,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855124,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855125,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855126,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855127,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no
ERR855128,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes
ERR855129,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855130,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855131,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855132,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855133,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855135,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855136,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855137,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes
ERR855138,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no
ERR855139,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855140,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855141,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855142,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855143,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855144,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855145,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855146,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855147,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855148,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855149,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855150,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855151,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855152,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
ERR855153,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes
ERR855154,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855155,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855156,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855157,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR855158,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855159,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855160,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855161,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855162,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855163,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR855164,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,no
ERR855165,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no
ERR855166,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855167,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855168,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no
ERR855169,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855170,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855171,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855172,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855173,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855174,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855175,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855176,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855177,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855178,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855179,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855180,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855181,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855182,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855183,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855184,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855185,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855186,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR855187,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855188,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855189,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no
ERR855190,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855191,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855193,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855194,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no
ERR855195,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855196,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855197,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855198,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855199,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855200,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855202,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855203,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855204,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
ERR855205,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855206,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855207,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no
ERR855208,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855209,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855210,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855211,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855212,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855213,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes
ERR855214,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855215,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855216,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855217,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855218,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855219,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855220,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855221,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855222,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855223,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855224,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855225,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
